group_id,state,group_type,num_members,group_age_months,avg_member_age,literacy_rate_pct,avg_monthly_saving_per_member,total_savings_balance,savings_regularity_pct,meeting_attendance_pct,bank_linkage_duration_months,sb_account_active,num_previous_loans,previous_loan_repayment_ontime_pct,num_defaulters_in_group,current_outstanding_loan_amount,purpose_of_loan,requested_loan_amount,group_cohesion_score,internal_lending_active,eligible_for_loan
SHG24347,Kerala,Women SHG,15,19,23.1,70.3,131.1,2418.76,53.4,79.8,12,Yes,2,55.4,0,5769.18,Home Improvement,13400.0,7.4,Yes,1
SHG24348,Tamil Nadu,Women SHG,9,29,42.7,67.1,186.07,3519.39,89.2,82.9,17,Yes,1,44.6,0,21856.95,Small Business,37700.0,7.1,Yes,1
SHG24349,West Bengal,Women SHG,15,14,44.2,49.1,137.17,1752.1,83.5,92.3,10,Yes,0,,0,0.0,Small Business,19900.0,5.7,No,1
SHG24350,Bihar,Farmer Producer Group,13,25,43.2,90.8,212.71,5743.62,75.6,67.7,16,Yes,1,61.5,1,6288.51,Home Improvement,5000.0,6.8,Yes,1
SHG24351,Odisha,Women SHG,11,62,37.9,46.7,142.21,8050.58,85.7,62.0,48,Yes,4,70.3,1,32423.81,Small Business,35700.0,7.8,Yes,1
SHG24352,Andhra Pradesh,Women SHG,16,57,51.4,85.2,41.39,3059.05,92.3,83.8,41,Yes,2,52.5,0,14553.7,Small Business,9100.0,7.6,Yes,1
SHG24353,Tamil Nadu,Women SHG,15,18,36.3,48.9,110.3,1556.21,91.3,76.0,11,Yes,3,83.0,0,13565.33,Small Business,29800.0,6.5,Yes,1
SHG24354,West Bengal,Women SHG,13,10,29.5,55.1,180.44,1838.92,72.4,76.8,7,Yes,1,72.0,0,19650.18,Small Business,5000.0,8.0,No,1
SHG24355,Andhra Pradesh,Women SHG,8,40,42.6,69.8,60.84,1578.42,50.4,42.9,20,No,2,40.1,0,11068.57,Home Improvement,40600.0,9.8,No,0
SHG24356,Kerala,Women SHG,15,46,22.9,59.3,400.06,21021.47,58.8,78.5,37,Yes,3,39.8,0,1896.52,Livestock,14700.0,9.1,Yes,1
SHG24357,Bihar,Women SHG,12,19,20.0,78.4,71.0,919.58,76.4,83.9,18,Yes,1,92.0,1,24436.21,Agriculture,47800.0,6.8,Yes,1
SHG24358,West Bengal,Women SHG,20,20,31.5,94.1,204.81,6739.48,90.2,44.9,18,Yes,3,63.3,0,13303.46,Agriculture,17100.0,5.1,Yes,1
SHG24359,Uttar Pradesh,Women SHG,17,7,26.8,80.2,109.56,984.99,95.9,72.6,6,Yes,0,,0,0.0,Agriculture,42200.0,5.6,Yes,1
SHG24360,Uttar Pradesh,Women SHG,12,32,30.7,73.3,135.51,3842.89,56.5,73.0,28,Yes,4,85.6,0,30204.27,Small Business,19000.0,10.0,Yes,1
SHG24361,Maharashtra,Farmer Producer Group,12,12,41.6,44.9,20.0,198.46,58.0,76.6,11,Yes,2,65.1,0,9498.49,Small Business,10600.0,6.0,Yes,1
SHG24362,Andhra Pradesh,Women SHG,20,31,38.2,76.6,117.74,5093.57,44.9,90.5,21,Yes,0,,0,0.0,Education,18300.0,5.6,Yes,1
SHG24363,Odisha,Women SHG,13,73,36.4,36.6,172.3,9343.71,55.6,55.3,41,Yes,2,71.3,0,14643.46,Livestock,47800.0,7.5,No,1
SHG24364,Kerala,Women SHG,12,57,28.9,27.1,64.37,2309.55,78.7,71.5,52,Yes,2,76.2,1,9966.18,Emergency/Consumption,25400.0,3.7,Yes,1
SHG24365,Kerala,Women SHG,10,18,40.5,61.5,171.13,2357.19,68.2,86.5,16,Yes,1,82.1,0,6459.67,Small Business,39100.0,4.8,No,1
SHG24366,Maharashtra,Women SHG,15,37,38.6,58.4,126.94,4010.65,82.7,72.8,28,Yes,3,71.6,0,13593.99,Small Business,18100.0,7.1,No,1
SHG24367,Telangana,Women SHG,11,34,39.9,60.5,36.52,857.08,87.9,89.2,27,Yes,2,88.4,0,10917.32,Education,89600.0,6.7,Yes,1
SHG24368,Tamil Nadu,Women SHG,9,17,43.4,56.9,116.13,1449.1,78.5,93.2,15,No,0,,0,0.0,Home Improvement,19000.0,8.4,Yes,0
SHG24369,Odisha,Farmer Producer Group,13,26,35.8,61.7,127.31,3577.02,61.7,55.1,13,Yes,3,66.2,0,22499.09,Agriculture,23200.0,6.2,Yes,1
SHG24370,Telangana,Farmer Producer Group,15,56,30.4,77.3,195.78,13092.93,75.9,74.0,49,Yes,2,69.4,0,8231.58,Small Business,21700.0,6.9,Yes,0
SHG24371,Bihar,Women SHG,12,4,36.0,42.9,201.65,709.94,57.7,68.8,2,Yes,0,,0,0.0,Agriculture,59900.0,7.9,No,0
SHG24372,Bihar,Women SHG,10,29,31.4,100.0,65.1,1340.77,64.5,79.8,20,Yes,3,75.7,1,10273.25,Agriculture,38700.0,8.5,Yes,0
SHG24373,Bihar,Mixed SHG,14,48,55.7,70.3,40.42,1840.43,74.6,57.1,30,Yes,1,95.7,0,13262.5,Emergency/Consumption,46300.0,9.1,No,1
SHG24374,Maharashtra,Women SHG,17,12,36.7,72.5,20.0,212.69,76.5,91.2,7,Yes,2,86.4,0,29886.55,Education,31300.0,7.4,Yes,1
SHG24375,Maharashtra,Women SHG,16,14,37.3,73.8,46.9,715.41,50.5,78.9,11,Yes,1,75.8,1,17579.4,Agriculture,25700.0,7.0,No,1
SHG24376,Andhra Pradesh,Women SHG,13,38,37.7,52.6,49.69,1887.53,76.5,92.8,35,Yes,1,78.9,0,13470.25,Livestock,13200.0,6.3,No,0
SHG24377,Tamil Nadu,Women SHG,15,53,28.4,30.3,51.39,2304.09,87.0,74.7,39,Yes,2,64.4,0,3755.37,Livestock,23800.0,5.0,Yes,1
SHG24378,Telangana,Women SHG,13,32,39.7,61.7,167.03,5620.91,86.6,94.5,21,Yes,0,,0,0.0,Agriculture,12600.0,5.9,Yes,1
SHG24379,Uttar Pradesh,Farmer Producer Group,9,12,46.0,70.4,58.84,528.32,98.1,73.8,11,Yes,3,70.3,0,15525.39,Emergency/Consumption,36300.0,6.4,Yes,0
SHG24380,Bihar,Women SHG,15,3,37.9,62.8,165.05,604.62,87.2,71.5,2,No,0,,0,0.0,Home Improvement,71200.0,9.1,Yes,0
SHG24381,Odisha,Women SHG,8,29,32.7,18.0,117.76,1657.69,82.5,83.5,23,Yes,2,76.9,0,3754.24,Livestock,19700.0,6.3,Yes,1
SHG24382,Maharashtra,Women SHG,12,34,38.5,53.8,92.23,2370.04,86.7,72.1,25,Yes,2,94.1,0,21561.2,Livestock,33400.0,7.1,No,1
SHG24383,Andhra Pradesh,Women SHG,9,32,43.2,63.6,342.3,6138.02,50.5,70.3,27,Yes,1,60.6,0,4724.77,Small Business,22100.0,6.2,Yes,1
SHG24384,Bihar,Women SHG,19,9,43.5,20.8,218.4,3011.41,45.4,91.6,7,Yes,1,79.3,2,26699.34,Agriculture,16600.0,6.9,Yes,1
SHG24385,Tamil Nadu,Women SHG,16,44,27.0,53.2,76.71,4092.48,77.5,79.5,35,Yes,2,79.3,0,9182.31,Agriculture,52200.0,10.0,No,1
SHG24386,Karnataka,Women SHG,12,83,43.3,68.1,39.91,2482.65,68.3,79.2,68,Yes,2,85.2,0,44407.35,Education,65000.0,7.1,Yes,1
SHG24387,Uttar Pradesh,Women SHG,13,130,47.9,56.4,106.02,9912.51,73.2,83.2,119,Yes,2,69.9,0,8146.51,Small Business,142500.0,9.2,No,1
SHG24388,Kerala,Women SHG,11,68,44.9,63.1,20.0,1206.26,62.5,81.7,55,Yes,2,74.2,0,40469.57,Education,22100.0,8.8,Yes,1
SHG24389,West Bengal,Women SHG,13,19,28.5,100.0,90.0,1549.29,84.8,98.4,17,Yes,0,,0,0.0,Emergency/Consumption,50100.0,6.4,Yes,1
SHG24390,Uttar Pradesh,Women SHG,14,36,34.9,52.3,264.26,7876.05,80.2,67.6,24,Yes,1,72.7,1,5370.69,Agriculture,76100.0,6.9,Yes,0
SHG24391,Maharashtra,Women SHG,13,68,42.6,68.0,222.22,10510.71,37.7,82.9,46,Yes,0,,0,0.0,Emergency/Consumption,22500.0,6.7,No,1
SHG24392,Odisha,Women SHG,17,28,36.2,51.2,20.0,666.06,78.5,56.2,14,Yes,0,,0,0.0,Agriculture,23300.0,7.1,Yes,0
SHG24393,Andhra Pradesh,Women SHG,12,43,34.1,80.6,26.11,833.55,72.7,91.6,30,Yes,3,82.8,1,22962.8,Agriculture,62800.0,6.2,No,1
SHG24394,Maharashtra,Farmer Producer Group,9,8,36.8,73.9,107.16,493.48,64.4,49.6,4,Yes,2,96.9,0,3752.8,Home Improvement,8800.0,4.8,Yes,1
SHG24395,Tamil Nadu,Women SHG,14,6,42.2,88.7,86.01,577.96,91.8,54.4,4,Yes,3,87.1,0,8094.38,Education,24500.0,4.6,No,1
SHG24396,Kerala,Women SHG,11,19,46.1,53.9,33.32,501.51,75.4,73.1,11,Yes,0,,0,0.0,Education,21400.0,6.1,Yes,1
SHG24397,Telangana,Women SHG,12,9,34.2,44.7,111.63,981.11,60.9,88.6,5,No,1,61.7,0,9189.41,Emergency/Consumption,25200.0,7.6,Yes,0
SHG24398,Andhra Pradesh,Women SHG,9,3,46.0,33.9,63.47,90.06,95.6,74.3,3,Yes,0,,0,0.0,Emergency/Consumption,38100.0,6.6,Yes,0
SHG24399,Tamil Nadu,Women SHG,10,24,33.2,44.4,67.03,1001.02,50.5,89.2,18,Yes,0,,0,0.0,Education,22700.0,6.5,Yes,1
SHG24400,Kerala,Women SHG,8,26,36.4,53.9,130.01,1979.34,94.0,77.6,14,Yes,0,,0,0.0,Home Improvement,89200.0,2.8,Yes,1
SHG24401,West Bengal,Mixed SHG,15,30,40.3,100.0,73.65,1680.53,79.5,71.1,16,Yes,2,73.4,1,10267.79,Agriculture,18600.0,7.9,Yes,1
SHG24402,Bihar,Women SHG,15,42,36.1,86.4,110.99,5140.35,60.9,67.3,36,Yes,1,87.7,1,6369.8,Education,31300.0,8.9,Yes,1
SHG24403,Kerala,Women SHG,15,27,52.5,54.6,90.03,2965.79,92.6,84.4,22,Yes,1,69.3,0,8704.06,Agriculture,32200.0,4.9,Yes,1
SHG24404,Tamil Nadu,Women SHG,12,102,41.1,74.8,177.01,16935.96,59.8,75.4,96,Yes,1,83.2,0,19059.5,Emergency/Consumption,66200.0,7.0,Yes,1
SHG24405,Tamil Nadu,Women SHG,16,34,27.1,24.9,77.64,3437.04,86.8,61.8,28,Yes,0,,0,0.0,Livestock,27200.0,7.2,No,1
SHG24406,Karnataka,Women SHG,13,53,32.7,72.8,44.72,1987.65,62.9,83.9,42,Yes,2,67.7,1,28848.29,Emergency/Consumption,7000.0,7.9,No,1
SHG24407,Odisha,Mixed SHG,15,98,36.9,44.0,176.93,13557.35,87.3,96.8,82,Yes,3,58.1,0,7435.04,Agriculture,17300.0,6.5,Yes,1
SHG24408,Kerala,Women SHG,13,13,31.3,39.1,23.62,237.45,70.3,47.0,12,Yes,2,82.4,1,4120.46,Livestock,53300.0,10.0,No,1
SHG24409,Maharashtra,Mixed SHG,14,108,32.9,78.0,26.0,2176.79,81.6,77.1,96,Yes,1,89.6,2,4727.1,Agriculture,9300.0,9.7,Yes,1
SHG24410,Karnataka,Women SHG,9,43,42.2,74.7,86.23,2113.39,81.6,90.4,35,Yes,1,76.6,0,35405.86,Small Business,9700.0,5.7,No,1
SHG24411,Andhra Pradesh,Women SHG,13,18,35.2,61.2,90.99,1361.01,87.0,94.1,12,Yes,0,,0,0.0,Agriculture,25200.0,9.1,No,1
SHG24412,Tamil Nadu,Women SHG,13,17,31.5,77.5,58.65,751.49,88.5,82.3,14,Yes,2,52.1,0,7961.81,Livestock,44900.0,8.8,Yes,1
SHG24413,Kerala,Women SHG,13,33,31.1,60.4,109.11,3632.34,88.8,70.0,22,Yes,1,86.3,1,7880.9,Livestock,24800.0,7.9,No,1
SHG24414,Odisha,Women SHG,17,31,22.6,81.7,87.15,2716.1,27.7,80.3,29,Yes,2,61.5,1,26579.26,Home Improvement,24300.0,6.3,No,1
SHG24415,Bihar,Women SHG,10,17,43.2,70.8,42.43,562.65,79.2,67.4,10,Yes,1,80.2,0,22217.52,Livestock,18600.0,7.3,Yes,1
SHG24416,West Bengal,Women SHG,15,29,20.0,44.0,102.27,2540.85,74.0,66.0,26,Yes,0,,0,0.0,Livestock,54900.0,7.5,Yes,1
SHG24417,Andhra Pradesh,Women SHG,12,33,34.2,70.2,20.0,659.64,49.2,53.0,25,Yes,1,88.4,0,26683.73,Education,17800.0,6.9,Yes,0
SHG24418,Maharashtra,Women SHG,11,47,35.3,61.3,105.78,3371.64,60.8,79.8,25,Yes,4,84.7,0,35063.61,Small Business,13700.0,5.2,Yes,0
SHG24419,Odisha,Women SHG,15,51,35.1,37.1,160.58,9008.52,73.2,43.9,36,Yes,0,,0,0.0,Agriculture,39500.0,6.2,Yes,1
SHG24420,Tamil Nadu,Women SHG,14,24,32.3,51.4,467.65,12388.21,79.8,68.2,17,No,1,87.8,0,33664.01,Livestock,54800.0,5.7,No,0
SHG24421,West Bengal,Mixed SHG,14,24,25.5,69.6,192.7,4141.52,66.4,26.9,23,Yes,3,74.4,0,5043.15,Livestock,17100.0,7.6,No,0
SHG24422,Uttar Pradesh,Women SHG,13,28,44.9,48.4,312.91,7390.85,65.2,95.3,21,No,0,,0,0.0,Small Business,40100.0,7.6,Yes,1
SHG24423,Kerala,Women SHG,15,37,32.2,50.5,105.52,3362.34,78.0,71.3,23,Yes,3,78.7,0,12334.6,Agriculture,5000.0,8.6,Yes,1
SHG24424,West Bengal,Women SHG,13,48,44.9,74.3,115.12,4425.06,67.8,93.3,36,Yes,1,53.3,0,19211.81,Agriculture,51800.0,7.0,Yes,1
SHG24425,Telangana,Women SHG,13,9,48.3,65.5,60.43,392.71,72.0,78.5,5,Yes,0,,0,0.0,Livestock,22900.0,5.4,Yes,1
SHG24426,Bihar,Women SHG,17,35,47.9,96.1,281.06,8905.48,83.4,64.3,22,Yes,3,64.3,0,15461.48,Agriculture,11300.0,8.4,No,1
SHG24427,Andhra Pradesh,Women SHG,8,9,29.8,67.5,64.4,374.38,85.7,70.7,5,Yes,1,69.1,0,15284.01,Emergency/Consumption,43200.0,9.5,No,1
SHG24428,Andhra Pradesh,Farmer Producer Group,14,10,40.3,31.2,214.03,2254.12,66.5,70.8,9,Yes,0,,0,0.0,Small Business,59400.0,5.9,No,1
SHG24429,Tamil Nadu,Women SHG,12,22,36.6,42.5,116.35,1931.89,58.9,64.8,15,Yes,1,83.3,1,3503.23,Small Business,23800.0,9.9,Yes,1
SHG24430,Karnataka,Mixed SHG,10,19,40.0,68.2,82.2,1202.11,82.0,78.2,17,Yes,2,61.2,1,9783.07,Livestock,12500.0,8.5,No,0
SHG24431,West Bengal,Women SHG,15,32,48.6,94.1,136.7,4359.42,90.3,77.2,26,Yes,1,88.0,0,8980.2,Emergency/Consumption,29300.0,8.7,Yes,1
SHG24432,Odisha,Women SHG,19,18,32.5,51.2,68.13,1476.1,65.1,70.7,14,Yes,2,61.5,0,20098.9,Small Business,23800.0,5.7,Yes,0
SHG24433,Bihar,Women SHG,12,44,42.2,38.4,102.67,3250.25,46.0,76.8,31,No,2,93.3,0,9536.05,Emergency/Consumption,71300.0,8.0,Yes,0
SHG24434,Tamil Nadu,Women SHG,11,13,38.0,41.5,46.51,548.27,86.8,65.4,11,Yes,1,84.1,0,6220.21,Small Business,18000.0,8.7,Yes,0
SHG24435,Andhra Pradesh,Mixed SHG,12,47,42.7,65.8,105.82,3761.81,92.8,43.0,35,Yes,3,90.0,1,22406.62,Agriculture,31700.0,6.0,Yes,1
SHG24436,Uttar Pradesh,Mixed SHG,16,10,45.5,38.0,179.96,2174.63,79.2,75.9,8,Yes,2,42.3,0,26751.17,Livestock,51900.0,6.2,Yes,0
SHG24437,Telangana,Mixed SHG,8,25,45.2,56.4,65.34,953.78,81.0,79.1,23,Yes,1,62.8,0,13770.1,Agriculture,5600.0,6.1,Yes,1
SHG24438,Odisha,Women SHG,12,24,43.6,69.5,32.39,749.63,92.1,75.6,22,Yes,4,67.9,1,11044.66,Small Business,11600.0,8.0,Yes,1
SHG24439,Maharashtra,Women SHG,10,38,35.7,53.7,80.82,2428.66,74.1,76.7,25,Yes,1,85.7,0,14581.66,Agriculture,14500.0,6.3,Yes,1
SHG24440,Andhra Pradesh,Women SHG,13,30,41.4,33.3,488.31,14508.68,70.8,83.3,23,Yes,5,64.3,0,2145.29,Home Improvement,30600.0,8.8,Yes,1
SHG24441,Karnataka,Women SHG,14,22,47.3,61.1,338.25,7433.97,60.5,83.9,13,Yes,2,66.9,0,12371.91,Livestock,75700.0,8.0,Yes,1
SHG24442,Telangana,Women SHG,15,16,32.7,36.2,96.42,1301.98,70.3,83.7,10,Yes,1,87.4,0,2387.01,Livestock,8200.0,5.8,Yes,0
SHG24443,Karnataka,Women SHG,15,79,40.6,89.8,160.0,13633.9,76.0,66.5,57,Yes,1,71.9,0,16268.95,Agriculture,40900.0,9.4,Yes,1
SHG24444,Uttar Pradesh,Women SHG,11,15,46.4,65.9,39.88,521.14,54.5,88.2,9,Yes,1,68.4,0,2748.46,Agriculture,11900.0,8.9,Yes,1
SHG24445,Maharashtra,Women SHG,18,44,45.7,61.2,84.13,4922.59,74.7,84.6,26,No,0,,0,0.0,Livestock,42900.0,8.2,Yes,1
SHG24446,Kerala,Mixed SHG,15,148,26.7,55.6,79.31,12266.01,53.7,73.9,128,Yes,2,93.1,2,12371.06,Emergency/Consumption,53100.0,8.6,No,1
SHG24447,Maharashtra,Mixed SHG,11,33,38.4,26.0,144.51,3760.03,68.6,55.5,23,Yes,2,84.8,0,39824.34,Small Business,11000.0,8.3,No,1
SHG24448,Bihar,Women SHG,10,34,47.8,65.5,155.31,3894.4,91.6,78.1,19,Yes,0,,0,0.0,Small Business,9400.0,8.4,Yes,1
SHG24449,Odisha,Mixed SHG,13,27,35.3,70.0,224.9,6291.0,59.8,81.1,17,Yes,2,83.1,1,26759.52,Agriculture,63100.0,5.7,No,0
SHG24450,Tamil Nadu,Women SHG,12,18,30.8,74.5,49.23,684.24,93.7,31.0,10,Yes,1,70.0,0,20406.53,Small Business,16400.0,5.5,Yes,1
SHG24451,Tamil Nadu,Women SHG,17,74,40.4,47.4,150.81,11753.59,64.3,85.2,46,No,0,,0,0.0,Agriculture,16400.0,6.5,Yes,1
SHG24452,Tamil Nadu,Women SHG,18,41,34.5,70.8,96.32,4997.68,79.4,74.8,26,Yes,2,60.3,0,14525.4,Livestock,37700.0,5.1,No,0
SHG24453,West Bengal,Women SHG,11,10,44.5,50.4,100.51,715.22,65.8,72.8,9,Yes,0,,0,0.0,Agriculture,47100.0,6.6,Yes,1
SHG24454,Tamil Nadu,Farmer Producer Group,11,16,41.5,28.0,90.77,1108.15,76.9,76.8,13,Yes,3,78.0,0,11278.66,Agriculture,26100.0,7.7,Yes,1
SHG24455,Kerala,Women SHG,19,30,41.4,49.6,153.02,5205.86,91.5,94.9,17,Yes,0,,0,0.0,Livestock,57600.0,8.5,Yes,1
SHG24456,Maharashtra,Women SHG,14,19,46.8,69.0,320.84,5748.8,58.1,77.8,15,Yes,2,65.6,0,10459.09,Agriculture,9600.0,6.6,Yes,1
SHG24457,Bihar,Women SHG,16,37,24.9,65.6,175.29,7168.04,87.0,94.3,31,Yes,1,83.8,1,12351.15,Agriculture,29500.0,8.1,No,1
SHG24458,Tamil Nadu,Women SHG,16,47,38.7,93.6,185.35,8792.13,93.7,88.8,32,Yes,1,37.6,0,2469.98,Livestock,42000.0,6.4,No,1
SHG24459,Andhra Pradesh,Women SHG,16,47,34.3,33.7,161.43,8024.73,52.8,81.8,24,Yes,2,89.0,0,12840.42,Livestock,22900.0,9.6,Yes,1
SHG24460,Telangana,Women SHG,10,24,35.6,28.5,89.31,1513.68,88.7,63.7,14,Yes,2,41.4,0,17113.73,Agriculture,33900.0,5.3,Yes,1
SHG24461,Karnataka,Women SHG,14,28,44.5,76.6,148.42,4336.88,64.4,54.3,18,Yes,1,74.8,0,19020.39,Small Business,10100.0,7.6,No,1
SHG24462,Tamil Nadu,Farmer Producer Group,12,6,42.4,59.9,57.99,229.5,89.2,84.9,6,Yes,1,86.0,1,11194.45,Education,79900.0,7.7,Yes,1
SHG24463,Maharashtra,Mixed SHG,17,4,38.4,79.2,97.57,454.03,89.3,81.0,3,Yes,0,,0,0.0,Small Business,52400.0,7.7,No,0
SHG24464,Tamil Nadu,Women SHG,13,65,40.6,52.1,105.75,4895.64,91.5,79.9,42,Yes,4,68.5,0,5922.17,Small Business,18600.0,7.6,Yes,1
SHG24465,Maharashtra,Women SHG,15,83,37.3,61.4,258.3,26716.4,80.0,69.8,50,Yes,1,48.5,0,12535.69,Small Business,22400.0,6.6,No,0
SHG24466,Uttar Pradesh,Women SHG,10,9,31.6,60.8,129.16,631.75,87.8,66.6,8,Yes,2,81.1,0,9303.94,Education,41000.0,6.0,Yes,1
SHG24467,West Bengal,Women SHG,16,39,40.2,57.2,67.01,3159.42,20.1,83.7,20,Yes,1,69.1,1,33700.28,Education,15600.0,6.0,No,0
SHG24468,Odisha,Women SHG,17,88,34.2,63.3,213.39,20986.24,64.5,70.4,48,Yes,2,63.6,1,10848.55,Small Business,35600.0,7.3,No,1
SHG24469,Tamil Nadu,Women SHG,10,7,36.3,47.8,39.7,218.37,82.3,94.2,6,Yes,0,,0,0.0,Small Business,47200.0,4.2,No,1
SHG24470,Odisha,Farmer Producer Group,14,26,54.7,66.3,165.33,3132.03,48.7,69.1,19,Yes,1,59.8,0,17913.72,Small Business,45500.0,8.2,No,1
SHG24471,Tamil Nadu,Farmer Producer Group,12,9,35.5,70.0,80.07,661.52,87.3,43.0,5,Yes,0,,0,0.0,Emergency/Consumption,15100.0,7.6,No,0
SHG24472,Bihar,Women SHG,20,21,34.7,74.2,50.7,1119.85,63.5,86.8,13,Yes,2,85.3,0,36991.63,Emergency/Consumption,16300.0,6.1,Yes,1
SHG24473,West Bengal,Women SHG,12,3,51.0,43.4,140.15,322.33,85.5,48.5,2,Yes,0,,0,0.0,Agriculture,31700.0,7.8,Yes,0
SHG24474,Karnataka,Women SHG,10,43,39.7,54.8,83.6,2391.12,52.2,56.5,23,Yes,3,66.3,1,7285.9,Small Business,25700.0,4.9,No,1
SHG24475,Kerala,Women SHG,14,15,32.7,47.8,141.29,2078.59,71.4,81.7,13,Yes,3,74.7,0,6119.52,Agriculture,18200.0,7.2,Yes,1
SHG24476,Bihar,Women SHG,12,32,27.1,54.1,21.32,540.24,42.1,78.0,18,Yes,1,79.1,0,13238.42,Agriculture,85700.0,6.8,Yes,1
SHG24477,Maharashtra,Women SHG,17,18,47.1,68.6,81.45,1641.74,76.7,90.5,14,Yes,0,,0,0.0,Emergency/Consumption,109300.0,6.7,Yes,1
SHG24478,Odisha,Mixed SHG,14,41,20.0,58.5,24.71,805.98,54.3,78.1,34,Yes,1,82.2,0,18129.64,Livestock,29200.0,6.3,Yes,1
SHG24479,Kerala,Women SHG,12,7,48.3,47.3,112.18,612.97,58.8,93.9,6,Yes,2,55.4,0,5726.18,Small Business,47700.0,5.8,No,1
SHG24480,Odisha,Women SHG,12,46,33.8,62.6,120.88,3610.6,50.8,68.7,29,No,1,52.5,0,23344.13,Small Business,57200.0,7.8,Yes,0
SHG24481,Telangana,Women SHG,19,28,25.9,81.3,119.82,3886.76,77.5,74.5,23,No,0,,0,0.0,Emergency/Consumption,146400.0,5.1,Yes,0
SHG24482,West Bengal,Women SHG,14,57,39.4,69.9,168.61,9005.76,86.6,49.9,53,Yes,2,80.6,1,35448.35,Emergency/Consumption,31800.0,7.0,No,1
SHG24483,West Bengal,Women SHG,15,9,30.0,100.0,109.14,759.49,49.6,87.3,8,Yes,1,30.8,0,4933.78,Home Improvement,40000.0,7.5,Yes,1
SHG24484,Odisha,Women SHG,17,38,44.6,100.0,94.9,3813.41,30.3,91.2,33,Yes,1,69.6,0,20564.06,Small Business,20900.0,8.4,No,1
SHG24485,Andhra Pradesh,Women SHG,8,77,22.0,97.4,122.55,4395.54,59.7,52.4,61,Yes,2,85.5,0,13586.1,Emergency/Consumption,26200.0,4.2,No,1
SHG24486,Tamil Nadu,Women SHG,12,33,46.1,63.0,20.0,641.2,87.5,69.0,28,Yes,3,82.1,0,19560.69,Agriculture,37000.0,7.0,Yes,0
SHG24487,Telangana,Women SHG,15,18,37.8,75.2,178.09,3123.79,56.9,83.1,13,Yes,0,,0,0.0,Emergency/Consumption,31200.0,7.5,No,0
SHG24488,Maharashtra,Women SHG,17,16,38.4,56.7,140.65,2716.1,96.2,70.1,10,Yes,2,56.1,0,11604.93,Small Business,54600.0,7.4,Yes,1
SHG24489,Uttar Pradesh,Women SHG,14,43,46.4,89.9,45.74,1976.19,94.7,57.7,36,No,0,,0,0.0,Home Improvement,38500.0,7.5,Yes,1
SHG24490,Bihar,Women SHG,13,144,21.2,47.7,71.86,11089.53,80.6,45.5,115,Yes,2,79.0,0,3210.87,Agriculture,30500.0,6.1,Yes,1
SHG24491,West Bengal,Women SHG,11,23,33.4,64.1,75.35,1288.48,44.7,95.7,18,Yes,1,80.9,0,2099.59,Small Business,53100.0,10.0,Yes,0
SHG24492,Andhra Pradesh,Women SHG,16,23,39.7,67.5,96.63,2407.14,98.9,67.9,17,Yes,2,55.5,1,34150.19,Livestock,69000.0,8.3,Yes,1
SHG24493,Telangana,Women SHG,13,90,46.2,82.7,110.69,6829.84,39.1,63.9,76,Yes,2,61.1,0,20057.93,Small Business,21100.0,8.5,Yes,0
SHG24494,West Bengal,Women SHG,18,57,38.4,45.2,68.41,5154.66,81.6,76.5,43,Yes,3,87.3,0,3102.22,Home Improvement,62100.0,8.7,Yes,0
SHG24495,Karnataka,Women SHG,15,43,48.7,56.8,136.54,4871.39,78.2,58.0,23,Yes,1,69.1,0,7241.97,Livestock,18700.0,5.1,Yes,1
SHG24496,Kerala,Mixed SHG,12,37,32.0,52.6,59.92,1573.53,64.0,59.2,23,Yes,2,92.8,0,2329.35,Home Improvement,41900.0,6.9,Yes,0
SHG24497,Tamil Nadu,Mixed SHG,9,55,45.8,50.8,41.85,1351.67,67.5,86.7,28,No,2,76.5,0,14492.55,Home Improvement,30600.0,8.0,Yes,1
SHG24498,Tamil Nadu,Women SHG,13,14,46.5,49.6,95.88,1052.84,81.4,76.7,9,Yes,1,48.5,0,10264.46,Livestock,28300.0,8.6,Yes,1
SHG24499,West Bengal,Women SHG,19,38,30.3,33.8,86.14,4968.89,68.7,81.1,29,Yes,1,71.2,0,30791.55,Small Business,6300.0,8.0,Yes,1
SHG24500,Kerala,Mixed SHG,15,44,23.8,100.0,234.62,12897.86,95.0,72.7,40,Yes,2,83.6,1,4162.24,Small Business,27400.0,5.5,Yes,1
SHG24501,Tamil Nadu,Women SHG,11,45,36.7,72.3,199.92,7229.56,87.2,57.1,38,Yes,3,87.7,1,5649.12,Agriculture,28900.0,8.2,No,1
SHG24502,Bihar,Women SHG,12,55,32.4,100.0,71.91,3743.23,69.8,82.0,33,No,1,68.5,1,1382.34,Livestock,10100.0,8.8,Yes,1
SHG24503,Tamil Nadu,Women SHG,10,33,39.4,70.6,190.28,4591.46,81.7,67.9,31,Yes,3,80.9,0,21516.64,Home Improvement,19000.0,7.1,No,0
SHG24504,Kerala,Women SHG,19,36,49.8,65.6,151.28,7756.96,62.2,60.0,30,Yes,1,85.4,2,12932.5,Emergency/Consumption,9400.0,4.6,Yes,1
SHG24505,Telangana,Women SHG,13,64,48.3,46.7,236.11,9910.47,91.1,91.3,57,Yes,3,74.3,1,30554.54,Education,32900.0,7.0,Yes,1
